Julian_Day,Season,Sediment_Yield_tons_ha_day
95,Dry,0.0010517258414983167
96,Dry,0.0010476335338821183
97,Dry,0.0010681959413734597
98,Dry,0.0011195660959955856
99,Dry,0.0011929344108691366
100,Dry,0.0012540083551619199
101,Dry,0.0012559598560274838
102,Dry,0.0013480295138831439
103,Dry,0.0014052604421513968
104,Dry,0.0012145731186034233
105,Dry,0.001209202885502683
106,Dry,0.001288714140043989
107,Dry,0.0014970947041057058
108,Dry,0.0012862953442641018
109,Dry,0.001228408847049648
110,Dry,0.0012575948477355598
111,Dry,0.0011950321141475588
112,Dry,0.0012477609400872555
113,Dry,0.0013035880209393601
114,Dry,0.0013588805652615756
115,Dry,0.001304169298431595
116,Dry,0.0013447188067109753
117,Dry,0.0014366678459744539
118,Dry,0.0014716437638115458
119,Dry,0.0014530903458248607
120,Dry,0.001421081206535908
121,Dry,0.0013974107464545717
122,Dry,0.001960454531520963
123,Dry,0.001611074963558076
124,Dry,0.001683497119209346
125,Dry,0.0017224011449326019
126,Dry,0.0017469776239537591
127,Dry,0.001784391979511375
128,Dry,0.0015910730170344504
129,Dry,0.0015506770157008287
130,Dry,0.0017635921848644658
131,Dry,0.002336878435927763
132,Dry,0.0020513327834800563
133,Dry,0.0026292459810500785
134,Dry,0.0027648862267049407
135,Dry,0.002248577345484298
136,Dry,0.0020394571650730353
137,Dry,0.002272360873138501
138,Dry,0.002235283713280936
139,Dry,0.002230625651167792
140,Dry,0.002364347436253247
141,Dry,0.0021801645082599468
142,Dry,0.0022880818546300256
143,Dry,0.0024536050867639434
144,Dry,0.0028686211462532188
145,Dry,0.0019208697926359247
146,Dry,0.002720860967093375
147,Dry,0.0021837968352139124
148,Dry,0.0022777355904066033
149,Dry,0.0022300790513473025
150,Dry,0.002257985259263661
151,Dry,0.0028399171071158144
152,Wet,0.002790226583576041
153,Wet,0.0025120882430155625
154,Wet,0.0024398753302178437
155,Wet,0.002414994685494235
156,Wet,0.0027081176850825535
157,Wet,0.0037489493028716268
158,Wet,0.005058811160528806
159,Wet,0.004813519682525429
160,Wet,0.0053656234586241264
161,Wet,0.004641049430275342
162,Wet,0.006590253796851972
163,Wet,0.006186237743492256
164,Wet,0.007341402535863055
165,Wet,0.007935510663923074
166,Wet,0.00930887036681029
167,Wet,0.0145364266789018
168,Wet,0.010074769549253217
169,Wet,0.009708285365208173
170,Wet,0.010389716145835181
171,Wet,0.016004059861697836
172,Wet,0.01621664516844194
173,Wet,0.027693220515573814
174,Wet,0.027189471310454762
175,Wet,0.028405188445104788
176,Wet,0.024582248814893296
177,Wet,0.03431955620592634
178,Wet,0.041492661184736414
179,Wet,0.04106350834856163
180,Wet,0.03321729182912898
181,Wet,0.03839696132846258
182,Wet,0.03839238869277584
183,Wet,0.036454475327996325
184,Wet,0.03388856053062424
185,Wet,0.04212969485754069
186,Wet,0.05234281556567805
187,Wet,0.054563147098688765
188,Wet,0.06623601960907897
189,Wet,0.07076107895874996
190,Wet,0.08131937504005611
191,Wet,0.09221521086159348
192,Wet,0.07769020346861479
193,Wet,0.06896918439339281
194,Wet,0.09155986562465794
195,Wet,0.09975111205369915
196,Wet,0.0964135934460812
197,Wet,0.09647434444969202
198,Wet,0.10809422040820894
199,Wet,0.10283587479871197
200,Wet,0.11082883847609028
201,Wet,0.1196801896153546
202,Wet,0.12149294983238529
203,Wet,0.11897254290455687
204,Wet,0.10978346995637506
205,Wet,0.10957619651567073
206,Wet,0.12668929710670615
207,Wet,0.1227216668239887
208,Wet,0.1309349974966103
209,Wet,0.1293613083069752
210,Wet,0.14417644710975144
211,Wet,0.135353589326517
212,Wet,0.14275674654571718
213,Wet,0.15304783934946078
214,Wet,0.15544778598587128
215,Wet,0.15936461054095763
216,Wet,0.16523777286027594
217,Wet,0.1660585038545329
218,Wet,0.15490405603066854
219,Wet,0.14073774960879087
220,Wet,0.16611145561381616
221,Wet,0.16322340429643611
222,Wet,0.17394725880786363
223,Wet,0.15575291848810266
224,Wet,0.1701864437516925
225,Wet,0.1669996277383382
226,Wet,0.16882646798048445
227,Wet,0.16912627556608814
228,Wet,0.17780351923135101
229,Wet,0.1766886281055271
230,Wet,0.17937400273272613
231,Wet,0.1552900907543661
232,Wet,0.14461416312848505
233,Wet,0.13978845668443396
234,Wet,0.13776384456219024
235,Wet,0.1401718713769195
236,Wet,0.1422705320404071
237,Wet,0.13616231413816748
238,Wet,0.1283445846066774
239,Wet,0.15894369105873443
240,Wet,0.13922118081788235
241,Wet,0.13206367006168673
242,Wet,0.13911992593716596
243,Wet,0.15022714617422742
244,Wet,0.15163294356311188
245,Wet,0.16119681847775202
246,Wet,0.13943214983139354
247,Wet,0.13282074989445966
248,Wet,0.11388487267880469
249,Wet,0.11854746617577176
250,Wet,0.13277350413205025
251,Wet,0.12097425433570551
252,Wet,0.10642606199310134
253,Wet,0.09731029700518037
254,Wet,0.09516220232063541
255,Wet,0.09197999511919391
256,Wet,0.10483347446296186
257,Wet,0.08728767743534892
258,Wet,0.08794852641195468
259,Wet,0.08175675809836559
260,Wet,0.08521678177053454
261,Wet,0.07030680633995869
262,Wet,0.06583580151554784
263,Wet,0.06881104560613523
264,Wet,0.06275862541961548
265,Wet,0.05951634230288392
266,Wet,0.05429629404425816
267,Wet,0.05120574024476311
268,Wet,0.05201858398542688
269,Wet,0.044825443012519756
270,Wet,0.04455005876354936
271,Wet,0.04582545401722634
272,Wet,0.04004535366154797
273,Wet,0.0374133355330655
274,Dry,0.04201058686622912
275,Dry,0.04860249734085817
276,Dry,0.05197679900021617
277,Dry,0.043496616412356415
278,Dry,0.03862404968301629
279,Dry,0.03797547606468552
280,Dry,0.03188834475206232
281,Dry,0.02836499218372224
282,Dry,0.026263576740567732
283,Dry,0.026539021024886228
284,Dry,0.04043722986298013
285,Dry,0.03860412772611252
286,Dry,0.029578436296784062
287,Dry,0.02375363747743581
288,Dry,0.0168762745308017
289,Dry,0.015516409885683194
290,Dry,0.017079859491227648
291,Dry,0.014077374923441773
292,Dry,0.013407474181951332
293,Dry,0.01657511079896072
294,Dry,0.014535957472731556
295,Dry,0.014652011022740172
296,Dry,0.013345725023857917
297,Dry,0.013824121598846217
298,Dry,0.013273659205530454
299,Dry,0.013463635475866898
300,Dry,0.01209654290344295
301,Dry,0.012061502427990936
302,Dry,0.014367785635060634
303,Dry,0.010665893437418717
304,Dry,0.010032012756998656
305,Dry,0.009331428594152423
306,Dry,0.011436196822257348
307,Dry,0.01172440928780346
308,Dry,0.010271675606702389
309,Dry,0.010350844134180496
310,Dry,0.010042752480116912
311,Dry,0.009919252640438055
312,Dry,0.00953938630215468
313,Dry,0.010365317671825556
314,Dry,0.009629129888277877
315,Dry,0.009847688888249871
316,Dry,0.009222834085800047
317,Dry,0.008842310952055779
318,Dry,0.008332768027606978
319,Dry,0.007797663367601914
320,Dry,0.007396568155818958
321,Dry,0.008000911638151038
322,Dry,0.007171654797069301
323,Dry,0.006850826423748922
324,Dry,0.006559132530335653
325,Dry,0.006433896867300122
326,Dry,0.0061194164513081895
327,Dry,0.0059212806519944525
328,Dry,0.006597713383724774
329,Dry,0.006312327761480326
330,Dry,0.005673731192793481
331,Dry,0.005784019562706779
332,Dry,0.005625192521043645
333,Dry,0.005313633592159912
334,Dry,0.004810244971830305
335,Dry,0.004788599519314107
336,Dry,0.004588550496285175
337,Dry,0.004256686467084047
338,Dry,0.004279062491238052
339,Dry,0.003815152901575091
340,Dry,0.003956564577382666
341,Dry,0.0038395099783360325
342,Dry,0.0036050179848427415
343,Dry,0.0037846384080772676
344,Dry,0.0037136292928993393
345,Dry,0.0036344419810692193
346,Dry,0.0034690249026499437
347,Dry,0.003533502024837852
348,Dry,0.003528411526952601
349,Dry,0.003517557507742506
350,Dry,0.0033741500628758766
351,Dry,0.0032020787538918206
352,Dry,0.0031424797350704404
353,Dry,0.0030672524465705465
354,Dry,0.0029332873863558736
355,Dry,0.002900200800114634
356,Dry,0.00289968762893109
357,Dry,0.0028437225941660023
358,Dry,0.0028083326543875175
359,Dry,0.0027820662328344914
360,Dry,0.0027185753125721877
361,Dry,0.0027430115771939767
362,Dry,0.0026692150263683202
363,Dry,0.002582396527142614
364,Dry,0.00258127564327749
365,Dry,0.0024775184830448855
366,Dry,0.0021825906791010687
