Julian_Day,Season,Sediment_Yield_tons_ha_yr
83,Dry,0.524180586872179
84,Dry,0.5430216286286164
85,Dry,0.6426250090644642
86,Dry,0.6287458811516994
87,Dry,0.6499952256022744
88,Dry,0.6026011883930171
89,Dry,0.5726760673993284
90,Dry,0.5606433116701095
91,Dry,0.5424594537046713
92,Dry,0.5357013201769841
93,Dry,0.5289295175605253
94,Dry,0.5196643836026188
95,Dry,0.5127287988676139
96,Dry,0.5088715864270141
97,Dry,0.5201303132160211
98,Dry,0.5457786839178848
99,Dry,0.5756588359442425
100,Dry,0.6002655139562181
101,Dry,0.6143904084441603
102,Dry,0.6528720508686214
103,Dry,0.6783365326382299
104,Dry,0.5923092978114671
105,Dry,0.5929041922105619
106,Dry,0.6321460014169473
107,Dry,0.7114964002904081
108,Dry,0.622071793417771
109,Dry,0.6018605109015943
110,Dry,0.6120153477630313
111,Dry,0.5839939408197535
112,Dry,0.6078530231763523
113,Dry,0.6369367062449159
114,Dry,0.6577106948297244
115,Dry,0.6388260070892465
116,Dry,0.6519542296826266
117,Dry,0.6935325345004991
118,Dry,0.7124225411187483
119,Dry,0.6994741928717544
120,Dry,0.6886084347404656
121,Dry,0.6680227888781691
122,Dry,0.894617507587339
123,Dry,0.779453147159947
124,Dry,0.7843303284694604
125,Dry,0.7953829360941014
126,Dry,0.8357304617903601
127,Dry,0.8054179257998978
128,Dry,0.7583532146518638
129,Dry,0.7457535540548987
130,Dry,0.8113776739184925
131,Dry,0.960452775349452
132,Dry,0.9615643507518571
133,Dry,1.2145640909269697
134,Dry,1.2585550872594444
135,Dry,1.0685401287242569
136,Dry,0.9768630519363802
137,Dry,1.0744549415683402
138,Dry,1.028449763490434
139,Dry,1.0373054023705914
140,Dry,1.1006284168828366
141,Dry,1.0357281250925339
142,Dry,1.066626526375391
143,Dry,1.1649847657944694
144,Dry,1.3069099255985372
145,Dry,0.910406665088379
146,Dry,1.2542436419260243
147,Dry,1.035648794597656
148,Dry,1.0698054013620595
149,Dry,1.0660223316538182
150,Dry,1.072879192900062
151,Dry,1.2984620753426357
152,Wet,0.8953004355526893
153,Wet,0.8628278893135705
154,Wet,0.8308350435266976
155,Wet,0.8197102430392934
156,Wet,0.9121049388041348
157,Wet,1.20020552470987
158,Wet,1.5375659613345312
159,Wet,1.602073913469989
160,Wet,1.666578602425095
161,Wet,1.473635198775817
162,Wet,1.9822957550171165
163,Wet,1.9881510844937609
164,Wet,2.3462976878649973
165,Wet,2.452563018145301
166,Wet,2.9115394660925524
167,Wet,4.430502460415875
168,Wet,3.160291283822361
169,Wet,3.1028663658756126
170,Wet,3.176273029426551
171,Wet,4.734323106274887
172,Wet,4.985424435484821
173,Wet,8.870611538956478
174,Wet,8.845212396023678
175,Wet,9.312999283119565
176,Wet,7.9903835983719675
177,Wet,11.110876292052007
178,Wet,13.378603330784893
179,Wet,13.520860216817178
180,Wet,10.829686497258246
181,Wet,12.409099062657146
182,Wet,12.449137030995228
183,Wet,12.021877213254859
184,Wet,11.270044211072166
185,Wet,13.198938439627058
186,Wet,16.594575822005062
187,Wet,17.601221920466642
188,Wet,21.7007149728432
189,Wet,23.5176155340524
190,Wet,26.64504804674721
191,Wet,30.545249001440997
192,Wet,25.823592441204365
193,Wet,22.94413838968072
194,Wet,30.34576082279494
195,Wet,33.00361335556247
196,Wet,31.853703242446247
197,Wet,32.62246657325999
198,Wet,36.195386456969985
199,Wet,34.76605664475172
200,Wet,37.53532822186655
201,Wet,40.30184742703278
202,Wet,41.35194617012455
203,Wet,40.38925948310386
204,Wet,37.17784569458728
205,Wet,36.877083538090126
206,Wet,42.447691755515564
207,Wet,41.42096234441747
208,Wet,43.878595179697385
209,Wet,43.77080500116904
210,Wet,48.59606280230918
211,Wet,45.41558494321526
212,Wet,48.44761433269872
213,Wet,51.76383225698023
214,Wet,52.79633983206682
215,Wet,54.181311456490604
216,Wet,56.20811939986949
217,Wet,56.97815996654316
218,Wet,53.017529293944584
219,Wet,47.9444749562011
220,Wet,56.12415506263364
221,Wet,55.11670711435975
222,Wet,59.52326107270473
223,Wet,52.76471271511453
224,Wet,57.96791584161059
225,Wet,56.82792472512749
226,Wet,57.50800953481199
227,Wet,57.31427967511416
228,Wet,60.07037901172944
229,Wet,59.827216104801074
230,Wet,60.85997387094832
231,Wet,53.356292750427485
232,Wet,49.14571718903243
233,Wet,48.27197440162119
234,Wet,47.02972077356238
235,Wet,48.15746407390609
236,Wet,48.212201865816084
237,Wet,46.21071408443672
238,Wet,44.08979036442546
239,Wet,53.27147263253145
240,Wet,47.75557352833174
241,Wet,44.740801022769105
242,Wet,47.30631030804532
243,Wet,50.980698152211104
244,Wet,51.485069769464424
245,Wet,54.96544812561113
246,Wet,47.49371001543819
247,Wet,45.333530666705435
248,Wet,38.887664115090075
249,Wet,40.568242997969904
250,Wet,44.53327669879618
251,Wet,41.28472898829075
252,Wet,35.673888497354845
253,Wet,33.38491288770196
254,Wet,32.144408529562355
255,Wet,30.974115855506035
256,Wet,35.092288586834854
257,Wet,29.784903723313526
258,Wet,29.1480840311174
259,Wet,27.34062085859489
260,Wet,28.520896255082754
261,Wet,23.507076452004572
262,Wet,22.792484952366177
263,Wet,23.314461777377733
264,Wet,20.732354904428718
265,Wet,19.932302457404464
266,Wet,18.163525073784303
267,Wet,16.80911079698817
268,Wet,17.250349853998962
269,Wet,14.752911351260702
270,Wet,14.502665642677448
271,Wet,15.302601725584516
272,Wet,13.425554508107968
273,Wet,12.136277392753772
274,Wet,13.634551338181973
275,Wet,16.337812067419048
276,Wet,16.822305488187883
277,Wet,14.278139930896774
278,Wet,12.691400220031339
279,Wet,12.508218284841218
280,Wet,10.607290170115014
281,Wet,9.35490803984304
282,Wet,8.367557690005418
283,Wet,8.616098961129408
284,Wet,13.406513243233364
285,Wet,12.745535946595382
286,Wet,10.135257512608987
287,Wet,7.972104275242941
288,Wet,5.750946449768962
289,Wet,4.897279149378831
290,Wet,5.625205040339466
291,Wet,4.544075561036029
292,Wet,4.261781769793709
293,Wet,5.239804173953711
294,Wet,4.624384630107374
295,Wet,4.496943680724844
296,Wet,4.23500022395522
297,Wet,4.319199043392175
298,Wet,4.304386712275552
299,Wet,4.256985152223025
300,Wet,3.8705822334581255
301,Wet,3.9209970847144153
302,Wet,4.707310598261267
303,Wet,3.487997861442486
304,Wet,3.3476765153380788
305,Dry,4.318800205793427
306,Dry,5.16352344508313
307,Dry,5.254850355710448
308,Dry,4.722854630107078
309,Dry,4.762365906334786
310,Dry,4.687986924433751
311,Dry,4.5272343665978445
312,Dry,4.395667305261448
313,Dry,4.5588780268644165
314,Dry,4.2818328390955065
315,Dry,4.399164111915332
316,Dry,4.113134583674432
317,Dry,3.8549076568300795
318,Dry,3.7721294298052372
319,Dry,3.560372308273968
320,Dry,3.349581655341105
321,Dry,3.422744548497314
322,Dry,3.286064672913666
323,Dry,3.109531791475453
324,Dry,2.92622662847037
325,Dry,2.905112774724584
326,Dry,2.824320210483217
327,Dry,2.7584426798215538
328,Dry,2.9159563601148797
329,Dry,2.8980510337572665
330,Dry,2.590342481271792
331,Dry,2.70220033003705
332,Dry,2.6472836009687417
333,Dry,2.5069825439812474
334,Dry,2.304041948565857
335,Dry,2.2213714229466563
336,Dry,2.1359102840171436
337,Dry,2.0281492370877823
338,Dry,2.009690189447104
339,Dry,1.814357697868255
340,Dry,1.8324748919751148
341,Dry,1.8045700509517677
342,Dry,1.673680904714154
343,Dry,1.7793836102469516
344,Dry,1.7297364877701016
345,Dry,1.68778323819142
346,Dry,1.6396551020532997
347,Dry,1.636388628171625
348,Dry,1.6257803307990446
349,Dry,1.6127159688907187
350,Dry,1.58075469408498
351,Dry,1.5351694768265436
352,Dry,1.4990731793329484
353,Dry,1.4335050769658597
354,Dry,1.3770883564497962
355,Dry,1.3655229058853504
356,Dry,1.372769469274733
357,Dry,1.3345815254804376
358,Dry,1.321817216309014
359,Dry,1.3102853298399648
360,Dry,1.2959457340039675
361,Dry,1.2828277896522626
362,Dry,1.252660748674107
363,Dry,1.246456120064669
364,Dry,1.2387040197752237
365,Dry,1.2152926136608244
366,Dry,1.1150803903069169
